in_id,brief_description,opened_at,closed_at,action,resolution,ai_l4,ai_l4_confidence,ai_l4_resolution_action,ai_l4_actionable,ai_l4_actionability_reason,ai_l4_rationale,category,subcategory,product,confidence_score,rationale,keywords_identified,self_resolved,root_cause_indicator
INC48699506,No Help Desk support needed: self-resolved,2026-03-02 08:58:25,2026-03-02 08:58:26,unable to log in on time due to citrix too long to load,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly self-resolved; no help desk support needed.,['self-resolved'],True,Unknown
INC48725487,No Help Desk support needed: self-resolved,2026-03-03 09:09:01,2026-03-03 09:09:03,"After completing a call and attempting to switch AUX to Ready, Citrix appeared to have abruptly closed without warning. Attempted to relaunch Citrix. However, Citrix had merely minimized and brought up the main Desktop. When attempting to maximize Citrix, it presented a black screen for an extended amount of time before restoring and then took an excessive amount of time to adjust resolution to all for me to regain control. Continued taking calls without issue.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Incident explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48734751,No Help Desk support needed: self-resolved,2026-03-03 13:20:04,2026-03-03 13:20:06,geneys,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Self-resolved ticket; informational.,['self-resolved'],True,Unknown
INC48739592,No Help Desk support needed: self-resolved,2026-03-03 15:56:19,2026-03-03 15:56:21,ticketcxone frozen,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Incident explicitly states 'No Help Desk support needed: self-resolved', which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48709351,No Help Desk support needed: self-resolved,2026-03-02 13:11:21,2026-03-02 13:11:23,GENESYS ISSUE,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved ticket; aligns to User Self-Resolved under OperationalEvents.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48712982,No Help Desk support needed: self-resolved,2026-03-02 14:58:11,2026-03-02 14:58:13,Call Dropped was reported for call: 8446300062,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Title explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48739077,No Help Desk support needed: self-resolved,2026-03-03 15:36:17,2026-03-03 15:36:19,caller hung up during call or disconnected,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48723605,No Help Desk support needed: self-resolved,2026-03-03 08:13:12,2026-03-03 08:13:13,SYSTEM REBOOT,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket states self-resolved; no service desk action required.,['self-resolved'],True,Unknown
INC48696431,No Help Desk support needed: self-resolved,2026-03-02 07:34:19,2026-03-02 07:34:21,VPN issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved indicator maps to OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48696702,No Help Desk support needed: self-resolved,2026-03-02 07:43:20,2026-03-02 07:43:22,As per my schedule login time from 7AM - 4:30PM however due to the citrix issue my login was 5 mins late from the normal schdule time,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved ticket; no support required.,['self-resolved'],True,Unknown
INC48703712,No Help Desk support needed : self-resolved,2026-03-02 10:41:06,2026-03-02 10:41:08,Genesis outage I had to clear cache and restart fire,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly indicates self-resolved; no help desk support required.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48727870,No Help Desk support needed: self-resolved,2026-03-03 10:09:20,2026-03-03 10:09:22,submit a ticket for dead air for documentation only,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved operational event; no help desk action needed.,"['self-resolved', 'no help desk support']",True,Unknown
INC48729911,No Help Desk support needed: self-resolved,2026-03-03 11:01:53,2026-03-03 11:01:55,8 : 05 - 8 ; 13 - can't login to omni,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,User_Error
INC48721552,No Help Desk support needed: self-resolved,2026-03-03 06:53:02,2026-03-03 06:53:04,"SYSTEM/GENESYS ISSUES: AUDIO, SYSTEM FREEZE, CRASH, AND DELAYS, PHANTOM CURSOR, TOOLS ISSUE, AND GHOST/DROPPED CALLS",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states no support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48723877,No Help Desk support needed: self-resolved,2026-03-03 08:21:32,2026-03-03 08:21:34,"Server connection interruption, logged out of Genesys, ticket submission",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved without Help Desk involvement; informational event.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48732438,No Help Desk support needed: self-resolved,2026-03-03 12:11:03,2026-03-03 12:11:05,"Disconnected call, unable to hear the provider. Ghost call",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,"Ticket explicitly states 'No Help Desk support needed: self-resolved', mapping to User Self-Resolved informational event.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48742218,No Help Desk support needed: self-resolved,2026-03-03 19:02:47,2026-03-03 19:02:49,FOR THE ANI-2036181811 CALLER COULD NOT HEAR MY VOICE AND THE CALL GOT DROPPED,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.96,"Ticket explicitly states 'No Help Desk support needed: self-resolved', which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48732321,No Help Desk support needed : self-resolved,2026-03-03 12:07:40,2026-03-03 12:07:41,hello Windows pin not available,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly notes self-resolved; no intervention needed.,['self-resolved'],True,Unknown
INC48721993,No Help Desk support needed : self-resolved,2026-03-03 07:14:27,2026-03-03 07:14:28,can I get into IQ,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved ticket; fits ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48711195,No Help Desk support needed: self-resolved,2026-03-02 14:02:48,2026-03-02 14:02:51,genesys freeze,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,'No Help Desk support needed: self-resolved' directly maps to User Self-Resolved.,['self-resolved'],True,User_Error
INC48740248,No Help Desk support needed: self-resolved,2026-03-03 16:23:10,2026-03-03 16:23:12,due to soft avaya issue call got disconneceted-ani- 2053505031 / ani - 9495757228/ani9545446994/ani-2108585006/ani-2543718624/ani- 9012275486/ani-8474872827/ ticket -,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly self-resolved and no Help Desk support needed -> User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48696004,No Help Desk support needed: self-resolved,2026-03-02 07:19:33,2026-03-02 07:19:34,refused call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked self-resolved; no support needed. Fits User Self-Resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48704779,No Help Desk support needed: self-resolved,2026-03-02 11:08:16,2026-03-02 11:08:18,CALL DISCONNECTED,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,"Ticket explicitly states no Help Desk support needed and self-resolved, which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no Help Desk support needed']",True,Unknown
INC48699989,No Help Desk support needed: self-resolved,2026-03-02 09:08:48,2026-03-02 09:08:50,"I was on a call and my computer had shut down, says it ran into a problem and had to restart my computer.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states self-resolved; no support needed.,"['self-resolved', 'no help desk support']",True,Unknown
INC48725046,No Help Desk support needed : self-resolved,2026-03-03 08:56:46,2026-03-03 08:56:48,internet outage,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Identified as self-resolved; aligns with ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48708253,No Help Desk support needed: self-resolved,2026-03-02 12:41:45,2026-03-02 12:41:47,DEAD AIR,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48697494,No Help Desk support needed: self-resolved,2026-03-02 08:06:10,2026-03-02 08:06:12,"audio issue, caller not hearing anything on my end // did the ghost spiel // asked for any response from the caller  // adv I'll be ending  the call // ended the call after waiting on the line",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly self-resolved; informational classification.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48730264,No Help Desk support needed: self-resolved,2026-03-03 11:10:36,2026-03-03 11:10:37,In ELGS I need letters generated for 14 claim ID's,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket indicates self-resolved; no help desk action.,"['self-resolved', 'no help desk support']",True,Unknown
INC48741863,No Help Desk support needed: self-resolved,2026-03-03 18:16:12,2026-03-03 18:16:14,econnected to internet/ system startup,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.96,Ticket states self-resolved; appropriate as an informational operational event.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48734667,No Help Desk support needed : self-resolved,2026-03-03 13:17:45,2026-03-03 13:17:47,internet disconnected,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Incident explicitly states self-resolved; no support needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48731230,No Help Desk support needed: self-resolved,2026-03-03 11:38:23,2026-03-03 11:38:25,clicking/poor audio on phones genesys,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Ticket explicitly states 'No Help Desk support needed: self-resolved', which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed', 'informational']",True,Unknown
INC48725799,No Help Desk support needed: self-resolved,2026-03-03 09:17:33,2026-03-03 09:17:35,Lag network connection. Need to restart and change workstation. RTO,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states no help desk needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48730379,No Help Desk support needed: self-resolved,2026-03-03 11:13:37,2026-03-03 11:13:39,phone not transferring had to bts,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Self-resolved noted; fits ProcessInformational > OperationalEvents > User Self-Resolved.,['self-resolved'],True,Unknown
INC48714862,No Help Desk support needed: self-resolved,2026-03-02 16:03:55,2026-03-02 16:03:57,late log in pc latency,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48738094,No Help Desk support needed: self-resolved,2026-03-03 15:02:56,2026-03-03 15:02:59,The member and I were speaking when the call dropped.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48696075,No Help Desk support needed: self-resolved,2026-03-02 07:22:11,2026-03-02 07:22:12,bts,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Ticket explicitly states no Help Desk support needed and self-resolved, which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support needed']",True,Unknown
INC48702810,No Help Desk support needed: self-resolved,2026-03-02 10:18:02,2026-03-02 10:18:05,9723907667 ghost call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved; no help desk support needed.,"['self-resolved', 'no help desk support']",True,Unknown
INC48734591,No Help Desk support needed: self-resolved,2026-03-03 13:15:45,2026-03-03 13:15:48,ghost call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket states self-resolved; maps to ProcessInformational > OperationalEvents > User Self-Resolved.,['self-resolved'],True,Unknown
